Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),Source (I),Source (J),Source (K),Source (L),Source (M),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
B004GB1WF6,Kindle Store,"[143, 155]",3.0,0.8451612903225807,4.315068493150685,3.0,"Everyone should be aware of the following line for the Kindle edition:""""The seven most recent issues delivered are saved on your Kindle. Older issues are automatically deleted for your convenience.""""Make sure you understand line 2, """"Older issues are automatically deleted for your convenience.""""NOT very convenient.",45,A249WT6OZ30URP,Kindle Edition IMPORTANT NOTE!!,4,3.0,48,80.75,92.75,23.51,65.25,24.00,25.00,70.83,41.67,10.42,8.33,0.00,0.00,8.33,0.00,0.00,2.08,6.25,10.42,10.42,2.08,0.00,2.08,20.83,8.33,8.33,0.00,4.17,2.08,2.08,2.08,0.00,0.00,0.00,0.00,10.42,0.00,0.00,0.00,0.00,16.67,4.17,2.08,2.08,2.08,4.17,2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,12.50,0.00,12.50,4.17,2.08,6.25,2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.17,8.33,2.08,2.08,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00
B005XM60PY,Kindle Store,"[16, 23]",2.0,0.391304347826087,4.3076923076923075,1.0,"There's nothing wrong with the publication, it's been around for years and is well written. However, if you are downloading on a Kindle Fire you'll discover that you can't scale the font. If you were using an iPad with a large sceeen this wouldn't be a problem, but on the small Fire screen it is. It would be nice if Amazon indicated whether fonts were scalable before ordering a trial subscription. Don't know how this would look on a Kindle Keyboard. I'll download my next trial subscription to both Fire and Keyboard versions and post a review.",97,A2S341KAOWU7WP,Not For Kindle Fire,4,1.0,97,27.51,30.30,17.80,25.77,16.17,18.56,80.41,58.76,12.37,6.19,2.06,0.00,4.12,0.00,0.00,6.19,10.31,9.28,16.49,5.15,10.31,4.12,20.62,6.19,1.03,2.06,0.00,1.03,4.12,2.06,2.06,0.00,0.00,0.00,4.12,0.00,0.00,0.00,0.00,16.49,2.06,2.06,7.22,3.09,1.03,7.22,5.15,2.06,0.00,3.09,0.00,0.00,0.00,0.00,0.00,4.12,0.00,0.00,2.06,0.00,2.06,4.12,11.34,2.06,11.34,0.00,7.22,3.09,4.12,0.00,0.00,0.00,0.00,0.00,1.03,0.00,0.00,0.00,1.03,0.00,16.49,6.19,3.09,0.00,0.00,0.00,0.00,0.00,0.00,7.22,0.00,0.00
B005XM60PY,Kindle Store,"[2, 11]",0.0,-0.6363636363636364,4.3076923076923075,2.0,"Guns & Ammo has been around a long time. I formerly subscribed to the magazine in hardcopy, but that was many years ago. I decided to grab it for my Kindle Fire 7 HD. Oh, I am glad the first 30 days are free because this is not the publication it used to be.First, and this is a minor issue, but it just doesn't look good on a 7"" tablet.Second, and most important to me, there is a lot less information on firearms and ammunition, product tests, etc. than there used to be. It has become a lot more political in nature in my humble opinion, and I don't like what I'm reading. If I wanted all the ultra-right wing paranoia I'd join the NRA. I can't honestly recommend Guns & Ammo anymore.",133,A1J9Y8E6DP936E,I'll be cancelling this subscription,5,2.0,134,46.74,6.79,76.69,88.78,16.75,14.93,84.33,52.24,14.93,8.21,8.21,0.00,0.00,0.00,0.00,6.72,7.46,9.70,11.94,2.99,5.97,2.99,17.91,5.97,3.73,0.75,4.48,5.22,5.22,4.48,0.75,0.75,0.00,0.00,0.75,0.00,0.00,0.00,0.00,14.18,2.24,2.99,1.49,3.73,0.75,4.48,2.24,0.75,0.00,1.49,0.00,0.00,0.00,0.00,0.00,5.97,0.75,1.49,2.99,0.75,0.00,5.97,11.94,0.00,11.94,0.00,5.97,5.97,2.24,0.75,0.00,0.75,0.00,0.00,0.75,0.00,0.00,0.00,0.75,0.00,21.64,7.46,6.72,0.00,0.00,0.00,0.00,0.75,0.75,4.48,0.00,1.49
B007X6380S,Kindle Store,"[41, 44]",3.0,0.8636363636363636,3.689655172413793,5.0,"Finally back in print, and also available on Kindle, Max Allan Collins' five-book mystery series featuring Vietnam Vet and fledging mystery writer Mallory is good, non-demanding fun, but with occasional depth that still resonates.The war veteran and mystery writer angles don't really have much to do with Mallory is this initial adventure, ""The Baby Blue Rip-Off"".  Here he's basically just a decent young guy who starts looking into a rash of local burglaries aimed at senior citizens.  One of the burglaries, you see, had resulted in the death of an old woman Mallory had befriended while doing some volunteer work, priming Mallory's interest in bringing the burglars (and now killers) to justice.In my re-visit to the book, it was interesting to now notice that themes and interests that figure strongly into Collins' later work initially poked their heads up in small ways in this early series.  For example, the world of the small-town antiques and collectibles business- the prime element of Collins and his wife's later ""Trash 'N Treasures"" mystery series- is a modest but crucial element of ""The Baby Blue Rip-Off"".  The title- at least in part- refers to some valuable collectible plates.Anyway, this quick, entertaining read doesn't need a long review, so I'll just finish by saying that the book presents familiar mystery-novel elements (the gruff cop who doesn't want the brash young guy to get involved, the pretty blonde who maybe shouldn't be completely trusted, etc.) in fresh, involving ways.  I really enjoyed reading this book again after many years and will continue right into the next four installments.",267,A3GRN6J64F2C3X,The welcome return of a great small-town mystery,8,4.277777777777778,272,85.78,62.96,47.25,94.01,38.86,23.53,80.88,43.01,6.99,2.57,1.10,0.00,0.37,0.74,0.37,4.41,7.72,12.50,6.25,6.25,4.78,1.47,11.40,6.25,1.47,1.10,1.10,3.31,5.88,5.15,0.74,0.00,0.74,0.00,6.99,1.10,0.74,0.74,1.47,8.09,1.10,0.37,1.10,3.68,0.37,1.47,2.21,1.84,0.37,0.00,0.74,0.74,0.37,0.00,0.00,6.25,0.37,0.74,3.68,1.10,0.37,1.47,7.72,0.74,18.75,0.74,9.56,8.82,4.41,2.57,0.00,0.74,0.00,1.10,0.37,0.00,0.00,0.00,0.00,0.37,21.32,3.68,5.88,0.00,0.00,0.00,0.00,4.04,2.21,4.04,1.47,0.00
B00F3GBRBM,Kindle Store,"[22, 23]",3.0,0.9130434782608695,3.47741935483871,2.0,"I liked the story.  But it could have been a little longer.  And if it was only 46 pages (I didn't read the description of the book before I bought it.  I bought it just because I liked the series),  the price could have been lower.",50,A12YSPHU5ACKOU,The plot is great.  The price is not. The book is only 46 pages,15,2.0,46,15.38,4.11,40.55,66.89,11.50,8.70,93.48,67.39,19.57,10.87,10.87,0.00,0.00,0.00,0.00,8.70,13.04,4.35,17.39,4.35,8.70,2.17,28.26,6.52,6.52,0.00,2.17,2.17,6.52,4.35,2.17,0.00,0.00,2.17,2.17,0.00,0.00,0.00,0.00,13.04,0.00,2.17,6.52,2.17,0.00,6.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,0.00,0.00,2.17,0.00,0.00,13.04,8.70,0.00,8.70,0.00,6.52,2.17,4.35,2.17,0.00,6.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39,8.70,2.17,0.00,0.00,0.00,0.00,0.00,0.00,2.17,4.35,0.00
B00F3GBRBM,Kindle Store,"[9, 10]",3.0,0.8,3.47741935483871,4.0,"I was a HUGE fan of the Beautiful Creatures/Caster Chronicles series, so I was thrilled to buy this eNovella for my Kindle the day it came out.I loved how it bridged the aftermath of Ethan and Lena's story with Ridley and her current escapades.  (She's sure a girl we love to hate or hate to love.)The story was just long enough to get me interested in what the characters had been up to and then leave me wanting to know what will happen next.I can't wait to dive into the world of the Caster Chronicles once again!",98,A1XS5V19XXN0PW,Great Lead-in to the Next Caster Chronicles Series,8,3.5,101,79.61,50.00,83.04,96.57,50.50,12.87,87.13,55.45,14.85,9.90,6.93,0.99,0.00,1.98,0.00,4.95,8.91,15.84,6.93,3.96,6.93,0.99,15.84,1.98,0.00,2.97,0.99,0.99,8.91,6.93,1.98,0.00,1.98,0.00,8.91,0.00,0.00,2.97,0.00,5.94,0.99,0.99,0.99,0.99,0.99,1.98,0.99,0.99,0.00,0.00,4.95,0.00,1.98,0.00,0.00,7.92,3.96,0.00,1.98,0.99,0.99,5.94,9.90,1.98,19.80,2.97,6.93,9.90,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.88,3.96,0.99,0.00,0.00,0.00,0.99,0.00,0.00,2.97,1.98,0.99
B00F3GBRBM,Kindle Store,"[14, 16]",3.0,0.75,3.47741935483871,2.0,"I should have read how many pages were in this book first. not enough story for the price. But it did start out great, was getting super excited to hear link and rid's story. Then it ended!",37,A2Z4BWUVHKLZQK,What?!,1,2.0,37,32.06,39.34,84.25,99.00,9.25,5.41,91.89,51.35,10.81,2.70,2.70,0.00,0.00,0.00,0.00,8.11,2.70,10.81,13.51,2.70,10.81,2.70,27.03,8.11,0.00,2.70,2.70,2.70,8.11,8.11,0.00,0.00,0.00,0.00,8.11,0.00,0.00,0.00,0.00,13.51,2.70,2.70,2.70,0.00,0.00,5.41,2.70,0.00,2.70,0.00,0.00,0.00,0.00,0.00,0.00,13.51,0.00,5.41,0.00,8.11,0.00,10.81,8.11,2.70,18.92,0.00,8.11,10.81,5.41,2.70,0.00,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.22,8.11,2.70,0.00,0.00,0.00,2.70,0.00,0.00,2.70,0.00,0.00
B0029U1A08,Kindle Store,"[81, 88]",3.0,0.8409090909090909,3.6341463414634148,1.0,"Once upon a time, this was THE go-to blog for Kindle info and book bargains. At the time, it was fairly unique, in terms of focusing on bargains and other Kindle-specific topics. Sadly, the string of then-""#1"" blog listings apparently enlarged the author's head. Where there once was a conversational style, there are now self-important pronouncements. More egregiously, the original focus of the blog has been reduced to mere linked titles, with the overwhelming majority of space devoted instead to whichever ""sponsor"" most recently paid the asking price for the attention.Those who are new to Kindle, coming aboard with the 3rd generation, having never experienced the joy of this blog in its early days, will likely indulge the 14-day free trial. But I suspect they will disappear before or on day 13. Fortunately, several other blogs, much more worthy of your time and monthly fee, have materialized, so Kindlers can be kept informed, in a prompt manner, of bargains and overall Kindle happenings. Just check out the **new** #1 blogs atop the Kindle Blog listing, while taking passing notice of the well-earned downward arrow now associated with this blog.",189,AU9FAQKF3IC04,"Sadly, now merely a self-absorbed sponsor-focused waste",7,3.2,197,91.23,52.03,71.26,80.86,24.62,20.81,80.71,46.19,6.60,1.52,0.51,0.00,0.51,0.00,0.51,5.08,9.14,13.71,6.60,6.09,4.57,0.51,11.17,6.09,3.05,1.52,3.05,3.05,5.08,4.06,1.02,0.51,0.00,1.02,3.55,0.00,0.00,0.00,0.00,8.63,3.05,0.00,0.00,2.54,1.02,2.54,1.02,0.51,0.00,0.00,0.51,0.51,0.00,0.00,0.00,2.03,0.51,0.51,0.51,1.02,0.00,4.06,5.58,2.03,18.27,1.52,6.60,10.15,1.52,4.57,0.00,4.06,0.00,0.00,0.51,0.00,0.00,0.00,0.51,0.00,21.83,4.57,8.63,0.00,0.00,0.00,0.00,3.05,2.03,0.51,0.00,3.05
B0029U1A08,Kindle Store,"[21, 26]",3.0,0.6153846153846154,3.6341463414634148,5.0,I find this blog wonderful because it keeps me informed without having to do my own research on the latest kindle news.  It has just about enough information to keep me entertained but not saturated.,36,A391SN88FL0OL7,Just the info you need,5,5.0,35,28.22,1.15,98.59,98.56,17.50,22.86,85.71,57.14,20.00,11.43,11.43,0.00,0.00,0.00,0.00,8.57,2.86,14.29,8.57,5.71,5.71,5.71,20.00,5.71,2.86,0.00,0.00,0.00,5.71,5.71,0.00,0.00,0.00,0.00,2.86,0.00,0.00,0.00,0.00,20.00,8.57,2.86,0.00,0.00,0.00,8.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,14.29,0.00,5.71,0.00,2.86,2.86,2.86,5.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.71,5.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B0029U1A08,Kindle Store,"[15, 19]",3.0,0.5789473684210527,3.6341463414634148,5.0,I read this blog everyday and enjoy it!  The blog is informative and gives you great info about the Kindle world.  If you are Kindle crazy this one is for you.,33,AGHGTLVIMDKXN,Great Resource,2,5.0,31,14.22,94.64,20.84,83.22,10.33,6.45,93.55,58.06,25.81,12.90,3.23,0.00,9.68,0.00,0.00,12.90,6.45,6.45,9.68,3.23,9.68,0.00,16.13,6.45,0.00,0.00,3.23,0.00,9.68,6.45,3.23,0.00,0.00,0.00,12.90,0.00,0.00,0.00,0.00,12.90,6.45,0.00,3.23,3.23,3.23,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23,0.00,0.00,0.00,3.23,0.00,0.00,12.90,0.00,6.45,0.00,3.23,3.23,3.23,6.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.68,6.45,0.00,0.00,0.00,0.00,3.23,0.00,0.00,0.00,0.00,0.00
B0029U1A08,Kindle Store,"[5, 10]",2.0,0.0,3.6341463414634148,5.0,"As a career journalist for nearly 40 years, I'm tough to impress when it comes to reporting.  KND has been a favorite read and resource of mine since I got my Kindle over 2 years ago.  I estimate I get about $200 in book value due to the blog's free book alerts per month.Windwalker knows publishing, ebook publishing, and the technology--inside out.  He's thorough, updates the blog as much as 3 or 4 times daily with breaking news re ""All things Kindle.""His opinions on indie publishing and ebook publishing certainly take a point of view vis the traditional publishing houses, but he backs it up with facts, figures, and quotes from real experts in the industry.The few 1-star critics here are partially correct...you can find some of the reportage of KND elsewhere....All you have to do is spend 4 or 5 hours a day looking for it. Windwalker spends the time so the rest of us don't have to.  Plus, his informed insights are not available elsewhere...though that is changing as the media discover he is the ""go-to"" guy on the subject.I loved it so much that I begged my way into helping write the Kindle Nation Daily....thus no doubt destroying my credibility in this review.  It's an exciting gig in a fast-changing industry....and it is nice to be associated with the No. 1 blog in the Kindle Bookstore....consistently ahead of those fine folks at the NY Times and Huffington Post.Tom Dulaneytomdulaney@comcast.net",247,A34BSQ8V4UV1X6,It's No. 1 For Good Reason,6,5.0,259,85.96,46.91,54.14,81.44,32.38,18.53,81.47,47.88,11.20,6.95,3.86,0.39,0.77,1.93,0.00,4.25,8.49,15.44,6.56,3.09,6.95,1.54,11.20,5.02,1.54,0.39,3.47,2.32,5.02,3.86,0.77,0.39,0.39,0.00,5.41,0.39,0.39,0.00,2.32,8.88,2.32,1.54,0.00,1.93,1.93,1.93,0.77,0.77,0.00,0.00,0.39,0.00,0.00,0.00,0.00,5.79,1.16,0.39,1.93,1.93,0.39,1.93,9.65,0.39,15.44,1.93,6.95,6.56,6.95,3.09,0.39,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.78,13.51,3.09,0.00,0.00,0.00,0.00,1.93,1.54,1.93,0.00,0.77
B0029U1A08,Kindle Store,"[15, 33]",1.0,-0.09090909090909091,3.6341463414634148,1.0,"Try one of the computer-generated voices on your Kindle to get the true sales-pitch effect in this ""daily.""Are you the generous type who chips in a buck or two to see your local Walmart/ChinaOutpost flyer? Pay extra money for adware on a website when you buy tickets? Use google and you will get more info. The ""freebook"" info was misleading at best - leads to other sites that charge there instead.Amazon, provide this as a free service if there is really anything worthwhile.",83,A2HIY43FJJACXD,Ever feel you are paying for something that should be free?,11,1.0,87,81.31,82.12,40.39,98.62,21.75,16.09,85.06,47.13,12.64,5.75,0.00,0.00,5.75,0.00,0.00,6.90,8.05,12.64,4.60,5.75,5.75,0.00,10.34,9.20,3.45,2.30,2.30,2.30,5.75,5.75,0.00,0.00,0.00,0.00,9.20,0.00,0.00,0.00,0.00,17.24,3.45,5.75,1.15,4.60,1.15,5.75,2.30,1.15,1.15,0.00,0.00,0.00,0.00,0.00,0.00,5.75,0.00,3.45,2.30,3.45,0.00,1.15,9.20,1.15,11.49,1.15,8.05,2.30,4.60,1.15,0.00,6.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.24,4.60,1.15,0.00,0.00,2.30,0.00,3.45,4.60,0.00,0.00,1.15
B0029U1A08,Kindle Store,"[11, 14]",3.0,0.5714285714285714,3.6341463414634148,3.0,"There are a lot of good tips in this blog - how to do something, free book alerts, etc.  The author puts in a lot of time with this blog and there are usually 2-3 posts per weekday, although the weekend seems a little thin.  The how to's, etc. are invaluable to me and I hoep he keeps pumping them out.However, I get turned off at times with this blog with the endless self-promotion of his own book titles and what comes across as arrogance on prognostications and how evil the book publishers are: many times, I have read the same thing on someone else's blog which makes me wonder if I am getting a regurgitation / paraphrase with a self-congratulatory pat on the back.  If he toned this part down, he would probably have 2x however many subscribers there are now.Overall, this is certainly worth a buck per month!",153,A25AXKMGU8VQA6,A Lot of Pomp and Self-Promotion,6,3.4,153,63.46,42.23,36.66,37.33,30.60,15.03,83.66,54.90,13.73,7.19,3.92,0.00,0.00,2.61,0.65,6.54,8.50,13.07,7.19,7.84,8.50,0.00,13.73,3.92,1.31,3.27,1.31,3.27,3.27,1.96,1.31,0.00,0.00,0.00,5.23,0.00,0.00,0.00,2.61,13.07,1.31,2.61,1.96,7.19,0.65,3.27,0.00,0.00,0.00,0.00,0.65,0.00,0.65,0.00,0.00,3.27,0.00,0.65,0.65,2.61,0.00,0.65,11.76,0.00,15.03,1.96,8.50,5.23,3.92,5.23,0.00,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.03,3.92,5.23,0.65,0.00,0.00,0.65,2.61,0.00,1.31,0.00,0.65
B0029U1A08,Kindle Store,"[9, 14]",2.0,0.2857142857142857,3.6341463414634148,4.0,"I subscribed to the Kindle Nation Daily for over a week, taking advantage of the two week free trial.  I'm not going to continue my subscription to the blog.Kindle Nation Daily focuses almost completely on the Kindle, and not on eReaders in general.  It announces free books for the Kindle, and provides a good set of hints for using your Kindle well.  So, why won't I renew my subscription?First, the author of the blog has also created a good user guide for the Kindle.  If you want good hints for using the Kindle, why not just buy his book?  Most of his hints I already knew; I suspect the rest are already in his book.Second, I already have over 300 books to read on the Kindle (most of which were free), and won't have them all read in the near future.  Most of the free books listed for the Kindle are not books I would normally read; none were during the week or so that I read the Kindle Nation Daily.  I get my free Science Fiction from Project Gutenberg and the Baen Free Library (as well as the Baen CDs that I burn).  It'll be a long time before I catch up on my library of available books.I'm also more interested in the interactions between the Kindle and the rest of the industry, both narrowly defined as the eReader industry, and more broadly defined as the publishing industry.  There are other blogs out there with a broader focus.  I'm sure I'll end up subscribing to one of them.  But this blog's focus is just too narrow for me.Another blog you may wish to look at isI Love My Kindle.  It also covers the Kindle, but also goes beyond looking just at the Kindle to look at ePublishing, too.  However, it doesn't give in-depth Kindle hints or freebies that you'll find in Kindle Nation Daily.",328,A2WQRE632YO56S,Very narrow focus,3,3.3333333333333335,321,77.40,24.65,67.21,96.70,22.93,13.40,84.42,55.14,12.46,9.03,6.23,0.00,1.25,0.93,0.62,3.43,9.66,16.20,6.54,7.48,6.85,2.49,12.46,7.17,3.43,0.93,1.56,2.80,4.98,4.98,0.00,0.00,0.00,0.00,4.05,0.00,0.00,0.00,0.93,10.28,0.93,1.56,1.56,2.49,1.56,3.43,1.25,0.93,0.00,0.31,0.31,0.00,0.00,0.00,0.00,4.36,0.62,0.93,1.25,1.87,0.00,2.18,6.54,2.80,15.58,0.93,9.35,5.30,5.92,4.05,0.00,2.18,0.00,0.00,0.62,0.00,0.00,0.00,0.62,0.00,15.26,5.30,4.05,0.00,0.62,0.62,0.00,0.31,0.00,3.12,1.25,0.00
B0029U1A08,Kindle Store,"[24, 31]",3.0,0.5483870967741935,3.6341463414634148,5.0,"Entertaining writing style, consistently updated blog.  Will save you money by letting you know when there are new free books available. Actually cancelled my subscription & renewed it the next day. missed the updates.",35,AYDNKGDU4SMY0,Will save you money,4,5.0,33,47.97,72.77,85.21,99.00,8.25,33.33,78.79,36.36,12.12,9.09,3.03,0.00,6.06,0.00,0.00,3.03,6.06,3.03,6.06,9.09,3.03,0.00,18.18,9.09,0.00,3.03,0.00,0.00,12.12,9.09,3.03,0.00,0.00,3.03,6.06,0.00,0.00,0.00,0.00,6.06,3.03,0.00,0.00,0.00,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.03,9.09,3.03,18.18,0.00,0.00,18.18,6.06,9.09,0.00,6.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,12.12,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.03
B0029U1A08,Kindle Store,"[28, 36]",3.0,0.5555555555555556,3.6341463414634148,5.0,"The bible for Kindle owners: great tips, great deals, and everything we need to know about the changing ebook world.",20,A7Q20PB6R2LOH,Appointment reading,2,4.0,20,96.54,97.69,3.37,99.00,20.00,10.00,85.00,40.00,10.00,5.00,0.00,5.00,0.00,0.00,0.00,5.00,10.00,15.00,0.00,5.00,5.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,20.00,5.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,5.00,0.00,5.00,10.00,0.00,0.00,10.00,0.00,10.00,5.00,5.00,0.00,0.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,5.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B0029U1A08,Kindle Store,"[12, 15]",3.0,0.6,3.6341463414634148,5.0,"I've had my Kindle 1 since October of 2008, shortly after it appeared on Oprah, touting it as her favorite new device. I discovered Kindle Nation Daily in October of this year, and now it is the first thing I read each day because it is so full of helpful information... things I would never have discovered on my own. He has so many links of helpful information on his site that I still haven't examined most of therm. After Amazon introduced the free Kindle for PC program, Stephen found a couple of essential free programs to go with it, that most of us would never know about, such as Calibre and InkMesh.I think it is almost a freebie to get all this useful information in one place for just 99 cents per month...and there is new stuff every day, that's why it's the first thing I read each day. One unexpected bonus: Last October, Stephen told us that the Kindle was soon going to go international, after spending a couple of years as a US only product. I knew how much I loved my Kindle, I though to myself that there would soon be a world-wide market of millions of potential Kindle lovers just like me, so I immediately went online and bought $10,000 worth of Amazon [AMZN] from my IRA money market retirement account at $92 per share. The next day it opened at $125 per share and is $135 per share as I write this. There's a reason for this: Amazon is one of the best companies in the world, they have great, reasonably priced products...and great customer service if you have a problem.Thanks Steve, for another great Amazon product - your blog - The Kindle Nation Daily![Disclaimer: I don't know Stephen Windwalker - except from reading his blog - and I have never met him.]",309,A39KYLOPR9QZOJ,Kindle Nation Daily - a must read for all Kindle owners...,11,5.0,312,48.13,44.91,81.06,97.19,34.67,14.74,86.86,51.60,16.99,9.94,6.41,0.96,0.64,1.60,0.32,7.05,4.81,13.46,7.37,7.69,5.77,1.60,13.78,8.65,3.53,0.64,4.49,3.53,5.77,5.45,0.32,0.00,0.00,0.00,6.41,0.00,0.32,0.32,1.28,12.82,4.49,2.88,1.60,1.92,1.92,1.28,0.32,0.32,0.00,0.00,0.64,0.00,0.00,0.32,0.00,6.73,3.53,1.60,0.32,1.92,0.32,2.88,9.62,1.28,17.31,1.28,6.41,9.62,4.81,0.64,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.27,6.09,4.81,0.96,0.00,0.00,0.32,1.60,0.00,1.92,0.00,2.56
B0029U1A08,Kindle Store,"[12, 13]",3.0,0.8461538461538461,3.6341463414634148,1.0,"Hacking one's way through pages upon pages of sponsor-bloat was becoming more and more of a chore, so I suppose it should come as a relief that the blog now contains only the beginning of each article.  After a few paragraphs, the text ends with a neat [...]; there isn't even a link to the online edition.  Disappointing and possibly not worth even .99 a month.",68,AZOH9JRMF7T4B,Has fallen another rung [...],5,1.0,66,92.84,22.44,51.41,54.29,22.00,18.18,83.33,53.03,4.55,1.52,1.52,0.00,0.00,0.00,0.00,3.03,15.15,13.64,6.06,9.09,6.06,3.03,9.09,9.09,6.06,0.00,1.52,6.06,4.55,3.03,1.52,0.00,0.00,1.52,0.00,0.00,0.00,0.00,0.00,10.61,3.03,0.00,1.52,3.03,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52,6.06,0.00,15.15,1.52,6.06,7.58,3.03,1.52,1.52,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.21,9.09,3.03,0.00,1.52,0.00,0.00,1.52,0.00,3.03,0.00,3.03
B0029U1A08,Kindle Store,"[7, 12]",2.0,0.16666666666666666,3.6341463414634148,5.0,"Stephen Windwalker provides his Kindle Nation either via PC or Kindle and the PC version is free.  I subscribed to the on line version because I use the links a lot and would rather link from the PC than from the Kindle.  His information is good for newbies as well as more seasoned users.  It is also not restricted to just the Kindle.  The blog is well laid out, well designed, and I rate it as 5 stars.  His is not the only blog out there in Kindle Land, but I look forward to reading his the most of the ones I do get.",109,AJ5Q73N0F1OBJ,Fantastic service,2,5.0,104,76.08,14.51,51.03,96.02,17.33,13.46,84.62,58.65,10.58,8.65,4.81,0.00,0.00,3.85,0.00,1.92,10.58,15.38,6.73,7.69,9.62,1.92,11.54,7.69,6.73,0.00,0.96,3.85,4.81,4.81,0.00,0.00,0.00,0.00,4.81,0.00,0.00,0.00,3.85,16.35,2.88,1.92,1.92,2.88,0.00,8.65,0.96,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.88,0.00,0.00,0.96,1.92,0.00,0.96,9.62,0.00,10.58,0.96,9.62,1.92,2.88,1.92,0.00,0.96,0.00,0.00,2.88,0.00,0.00,0.00,2.88,0.00,8.65,5.77,2.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B0029U1A08,Kindle Store,"[28, 31]",3.0,0.8064516129032258,3.6341463414634148,2.0,"The author was annoying. True, it's only $.99 but having to page through 5-6 pages of their sponsors to read three lines the author has to say isn't worth it. There are other blogs with no ads that point out free books and on sites OTHER than just Amazon!Just no ""meat"" and all fluff. Canceled.",55,AWQIX24NX534F,Disappointing. Lack of any substance. No meat.,7,2.0,57,53.43,14.62,19.27,58.97,14.25,7.02,77.19,54.39,10.53,1.75,0.00,0.00,0.00,0.00,1.75,8.77,3.51,15.79,10.53,7.02,5.26,5.26,14.04,7.02,1.75,0.00,7.02,1.75,5.26,3.51,1.75,0.00,1.75,0.00,3.51,0.00,0.00,0.00,0.00,12.28,0.00,0.00,0.00,0.00,3.51,8.77,1.75,0.00,1.75,0.00,1.75,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.00,0.00,0.00,1.75,8.77,0.00,7.02,0.00,7.02,0.00,3.51,3.51,0.00,3.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.05,7.02,1.75,0.00,0.00,0.00,1.75,1.75,3.51,3.51,0.00,1.75
